Employee ID,Name,Email,Gender,Date,Weekday,Department,Salary,Status,LeaveType,RemoteWork,CheckIn,CheckOut,HoursWorked,OvertimeHours,TasksCompleted,ProductivityScore,PerformanceRating
E101,Morgan Jackson,morgan.jackson@company.com,Male,17-01-2025,Friday,Finance,148108,Absent,Paid Leave,No,09:15:00,16:15:00,8,1.49,12,96,4
E101,Morgan Jackson,morgan.jackson@company.com,Male,20-01-2025,Monday,Finance,148108,Present,None,No,08:45:00,18:30:00,8,1.31,12,92,3
E101,Morgan Jackson,morgan.jackson@company.com,Male,21-01-2025,Tuesday,Finance,148108,Absent,Paid Leave,No,09:45:00,16:00:00,8,0.43,12,84,2
E101,Morgan Jackson,morgan.jackson@company.com,Male,22-01-2025,Wednesday,Finance,148108,Present,None,No,09:30:00,18:30:00,8,1.48,12,62,3
E101,Morgan Jackson,morgan.jackson@company.com,Male,23-01-2025,Thursday,Finance,148108,Present,None,No,09:00:00,17:45:00,8,0.07,12,87,4
E101,Morgan Jackson,morgan.jackson@company.com,Male,24-01-2025,Friday,Finance,148108,Absent,Paid Leave,No,08:30:00,18:15:00,8,1.96,12,87,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,27-01-2025,Monday,Finance,148108,Present,None,No,09:15:00,16:00:00,8,0.49,12,87,2
E101,Morgan Jackson,morgan.jackson@company.com,Male,28-01-2025,Tuesday,Finance,148108,Present,None,No,09:00:00,17:00:00,8,0.89,12,62,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,29-01-2025,Wednesday,Finance,148108,Present,None,No,10:15:00,18:45:00,8,0.4,12,93,2
E101,Morgan Jackson,morgan.jackson@company.com,Male,30-01-2025,Thursday,Finance,148108,Present,None,No,08:30:00,17:15:00,8,1.83,12,68,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,31-01-2025,Friday,Finance,148108,Present,None,No,08:00:00,16:00:00,8,1.15,12,79,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,03-02-2025,Monday,Finance,148108,Absent,Paid Leave,No,10:00:00,18:45:00,8,1.62,12,68,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,04-02-2025,Tuesday,Finance,148108,Present,None,No,10:45:00,18:00:00,8,1.37,12,81,3
E101,Morgan Jackson,morgan.jackson@company.com,Male,05-02-2025,Wednesday,Finance,148108,Present,None,No,09:15:00,16:15:00,8,1.27,12,98,4
E101,Morgan Jackson,morgan.jackson@company.com,Male,06-02-2025,Thursday,Finance,148108,Absent,Sick Leave,No,10:15:00,16:15:00,8,0.87,12,64,4
E101,Morgan Jackson,morgan.jackson@company.com,Male,07-02-2025,Friday,Finance,148108,Present,None,No,08:00:00,18:30:00,8,1.39,12,82,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,10-02-2025,Monday,Finance,148108,Present,None,No,09:15:00,17:00:00,8,1.42,12,63,2
E101,Morgan Jackson,morgan.jackson@company.com,Male,11-02-2025,Tuesday,Finance,148108,Present,None,No,08:30:00,17:00:00,8,1.73,12,63,4
E101,Morgan Jackson,morgan.jackson@company.com,Male,12-02-2025,Wednesday,Finance,148108,Present,None,No,09:30:00,17:30:00,8,1.49,12,99,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,13-02-2025,Thursday,Finance,148108,Present,None,No,09:45:00,17:15:00,8,1.3,12,66,2
E101,Morgan Jackson,morgan.jackson@company.com,Male,14-02-2025,Friday,Finance,148108,Absent,Sick Leave,No,08:30:00,17:30:00,8,1.28,12,77,4
E101,Morgan Jackson,morgan.jackson@company.com,Male,17-02-2025,Monday,Finance,148108,Absent,Casual Leave,No,09:15:00,16:30:00,8,0.01,12,75,2
E101,Morgan Jackson,morgan.jackson@company.com,Male,18-02-2025,Tuesday,Finance,148108,Present,None,No,09:45:00,17:45:00,8,0.05,12,92,4
E101,Morgan Jackson,morgan.jackson@company.com,Male,19-02-2025,Wednesday,Finance,148108,Present,None,No,08:45:00,16:00:00,8,0.6,12,95,2
E101,Morgan Jackson,morgan.jackson@company.com,Male,20-02-2025,Thursday,Finance,148108,Present,None,No,09:45:00,17:45:00,8,1.9,12,68,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,21-02-2025,Friday,Finance,148108,Present,None,No,10:45:00,16:00:00,8,0.1,12,89,4
E101,Morgan Jackson,morgan.jackson@company.com,Male,24-02-2025,Monday,Finance,148108,Present,None,No,10:30:00,17:30:00,8,1.29,12,72,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,25-02-2025,Tuesday,Finance,148108,Present,None,No,10:00:00,16:30:00,8,1.01,12,65,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,26-02-2025,Wednesday,Finance,148108,Present,None,No,08:30:00,17:45:00,8,0.65,12,95,3
E101,Morgan Jackson,morgan.jackson@company.com,Male,27-02-2025,Thursday,Finance,148108,Present,None,No,10:45:00,17:15:00,8,1.68,12,61,3
E101,Morgan Jackson,morgan.jackson@company.com,Male,28-02-2025,Friday,Finance,148108,Present,None,No,10:00:00,16:30:00,8,0.94,12,89,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,03-03-2025,Monday,Finance,148108,Present,None,No,09:30:00,16:45:00,8,1.33,20,69,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,04-03-2025,Tuesday,Finance,148108,Absent,Paid Leave,No,08:45:00,17:00:00,8,1.53,19,97,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,05-03-2025,Wednesday,Finance,148108,Present,None,No,09:15:00,16:45:00,8,1.95,13,85,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,06-03-2025,Thursday,Finance,148108,Present,None,No,10:30:00,16:45:00,8,0.05,12,73,4
E101,Morgan Jackson,morgan.jackson@company.com,Male,07-03-2025,Friday,Finance,148108,Present,None,No,08:45:00,17:00:00,8,0.9,13,98,3
E101,Morgan Jackson,morgan.jackson@company.com,Male,10-03-2025,Monday,Finance,148108,Present,None,No,09:45:00,16:15:00,8,0.59,18,96,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,11-03-2025,Tuesday,Finance,148108,Present,None,No,10:00:00,17:30:00,8,0.82,16,90,3
E101,Morgan Jackson,morgan.jackson@company.com,Male,12-03-2025,Wednesday,Finance,148108,Present,None,No,10:30:00,18:15:00,8,1.17,10,93,3
E101,Morgan Jackson,morgan.jackson@company.com,Male,13-03-2025,Thursday,Finance,148108,Present,None,No,10:45:00,16:00:00,8,0.64,11,80,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,14-03-2025,Friday,Finance,148108,Present,None,No,08:45:00,16:15:00,8,1.58,11,87,3
E101,Morgan Jackson,morgan.jackson@company.com,Male,17-03-2025,Monday,Finance,148108,Present,None,No,10:45:00,17:30:00,8,0.69,14,98,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,18-03-2025,Tuesday,Finance,148108,Present,None,No,09:30:00,18:30:00,8,0.27,17,64,4
E101,Morgan Jackson,morgan.jackson@company.com,Male,19-03-2025,Wednesday,Finance,148108,Present,None,No,08:30:00,17:15:00,8,0.71,18,90,4
E101,Morgan Jackson,morgan.jackson@company.com,Male,20-03-2025,Thursday,Finance,148108,Present,None,No,10:30:00,16:45:00,8,1.91,17,85,3
E101,Morgan Jackson,morgan.jackson@company.com,Male,21-03-2025,Friday,Finance,148108,Present,None,No,08:45:00,16:30:00,8,0.96,16,70,3
E101,Morgan Jackson,morgan.jackson@company.com,Male,24-03-2025,Monday,Finance,148108,Present,None,No,08:15:00,16:00:00,8,1.77,20,96,4
E101,Morgan Jackson,morgan.jackson@company.com,Male,25-03-2025,Tuesday,Finance,148108,Present,None,No,10:30:00,18:30:00,8,1.5,10,65,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,26-03-2025,Wednesday,Finance,148108,Present,None,No,08:30:00,16:30:00,8,1.37,12,89,5
E101,Morgan Jackson,morgan.jackson@company.com,Male,27-03-2025,Thursday,Finance,148108,Present,None,No,09:45:00,16:15:00,8,1.53,15,80,3
E101,Morgan Jackson,morgan.jackson@company.com,Male,28-03-2025,Friday,Finance,148108,Present,None,No,10:30:00,16:45:00,8,1.91,18,90,4
E101,Morgan Jackson,morgan.jackson@company.com,Male,31-03-2025,Monday,Finance,148108,Present,None,No,08:00:00,17:30:00,8,0.91,12,78,4
E102,Avery Jackson,avery.jackson@company.com,Female,01-01-2025,Wednesday,Finance,101766,Absent,Casual Leave,No,09:45:00,16:00:00,8,1.72,12,83,5
E102,Avery Jackson,avery.jackson@company.com,Female,02-01-2025,Thursday,Finance,101766,Absent,Paid Leave,No,08:15:00,17:15:00,8,1.96,12,72,3
E102,Avery Jackson,avery.jackson@company.com,Female,03-01-2025,Friday,Finance,101766,Absent,Sick Leave,No,10:15:00,18:00:00,8,1.4,12,61,3
E102,Avery Jackson,avery.jackson@company.com,Female,06-01-2025,Monday,Finance,101766,Present,None,No,10:45:00,16:15:00,8,0.24,12,92,3
E102,Avery Jackson,avery.jackson@company.com,Female,07-01-2025,Tuesday,Finance,101766,Present,None,No,08:30:00,17:15:00,8,1.77,12,72,2
E102,Avery Jackson,avery.jackson@company.com,Female,08-01-2025,Wednesday,Finance,101766,Present,None,No,09:30:00,18:00:00,8,1.19,12,77,4
E102,Avery Jackson,avery.jackson@company.com,Female,09-01-2025,Thursday,Finance,101766,Present,None,No,08:15:00,18:30:00,8,0.17,12,81,2
E102,Avery Jackson,avery.jackson@company.com,Female,10-01-2025,Friday,Finance,101766,Present,None,No,10:15:00,18:00:00,8,0.38,12,72,5
E102,Avery Jackson,avery.jackson@company.com,Female,13-01-2025,Monday,Finance,101766,Absent,Casual Leave,No,09:00:00,18:15:00,8,0.61,12,79,2
E102,Avery Jackson,avery.jackson@company.com,Female,14-01-2025,Tuesday,Finance,101766,Absent,Sick Leave,No,10:15:00,17:00:00,8,0.73,12,80,2
E102,Avery Jackson,avery.jackson@company.com,Female,15-01-2025,Wednesday,Finance,101766,Present,None,No,08:45:00,18:45:00,8,0.88,12,61,3
E102,Avery Jackson,avery.jackson@company.com,Female,16-01-2025,Thursday,Finance,101766,Present,None,No,09:15:00,18:30:00,8,0.3,12,83,3
E102,Avery Jackson,avery.jackson@company.com,Female,17-01-2025,Friday,Finance,101766,Present,None,No,09:30:00,17:00:00,8,0.25,12,90,2
E102,Avery Jackson,avery.jackson@company.com,Female,20-01-2025,Monday,Finance,101766,Absent,Casual Leave,No,10:15:00,16:15:00,8,0.91,12,86,2
E102,Avery Jackson,avery.jackson@company.com,Female,21-01-2025,Tuesday,Finance,101766,Present,None,No,08:15:00,17:00:00,8,1.64,12,74,2
E102,Avery Jackson,avery.jackson@company.com,Female,22-01-2025,Wednesday,Finance,101766,Present,None,No,09:45:00,18:30:00,8,0.93,12,73,2
E102,Avery Jackson,avery.jackson@company.com,Female,23-01-2025,Thursday,Finance,101766,Present,None,No,09:30:00,16:45:00,8,1.85,12,97,5
E102,Avery Jackson,avery.jackson@company.com,Female,24-01-2025,Friday,Finance,101766,Present,None,No,09:15:00,17:45:00,8,0.19,12,85,5
E102,Avery Jackson,avery.jackson@company.com,Female,27-01-2025,Monday,Finance,101766,Absent,Paid Leave,No,09:15:00,18:45:00,8,1.54,12,77,3
E102,Avery Jackson,avery.jackson@company.com,Female,28-01-2025,Tuesday,Finance,101766,Present,None,No,09:00:00,17:30:00,8,1.91,12,95,5
E102,Avery Jackson,avery.jackson@company.com,Female,29-01-2025,Wednesday,Finance,101766,Absent,Sick Leave,No,09:45:00,18:30:00,8,1.08,12,88,4
E102,Avery Jackson,avery.jackson@company.com,Female,30-01-2025,Thursday,Finance,101766,Present,None,No,10:45:00,16:00:00,8,1.21,12,66,3
E102,Avery Jackson,avery.jackson@company.com,Female,31-01-2025,Friday,Finance,101766,Present,None,No,08:30:00,17:15:00,8,1.71,12,62,3
E102,Avery Jackson,avery.jackson@company.com,Female,03-02-2025,Monday,Finance,101766,Present,None,No,08:30:00,17:15:00,8,1.97,12,63,3
E102,Avery Jackson,avery.jackson@company.com,Female,04-02-2025,Tuesday,Finance,101766,Present,None,No,09:00:00,17:45:00,8,0.32,12,68,4
E102,Avery Jackson,avery.jackson@company.com,Female,05-02-2025,Wednesday,Finance,101766,Present,None,No,08:45:00,16:00:00,8,1.36,12,64,4
E102,Avery Jackson,avery.jackson@company.com,Female,06-02-2025,Thursday,Finance,101766,Absent,Casual Leave,No,09:00:00,18:45:00,8,1.05,12,77,3
E102,Avery Jackson,avery.jackson@company.com,Female,07-02-2025,Friday,Finance,101766,Absent,Sick Leave,No,09:15:00,18:00:00,8,1.6,12,68,4
E102,Avery Jackson,avery.jackson@company.com,Female,10-02-2025,Monday,Finance,101766,Present,None,No,09:15:00,17:45:00,8,1.54,12,93,3
E102,Avery Jackson,avery.jackson@company.com,Female,11-02-2025,Tuesday,Finance,101766,Present,None,No,10:45:00,17:15:00,8,0.29,12,72,5
E102,Avery Jackson,avery.jackson@company.com,Female,12-02-2025,Wednesday,Finance,101766,Absent,Sick Leave,No,09:00:00,16:15:00,8,0.47,12,93,4
E102,Avery Jackson,avery.jackson@company.com,Female,13-02-2025,Thursday,Finance,101766,Present,None,No,08:00:00,16:00:00,8,1.22,12,62,2
E102,Avery Jackson,avery.jackson@company.com,Female,14-02-2025,Friday,Finance,101766,Present,None,No,08:30:00,18:45:00,8,0.99,12,80,3
E102,Avery Jackson,avery.jackson@company.com,Female,17-02-2025,Monday,Finance,101766,Present,None,No,10:15:00,18:45:00,8,1.6,12,85,3
E102,Avery Jackson,avery.jackson@company.com,Female,18-02-2025,Tuesday,Finance,101766,Present,None,No,09:15:00,18:15:00,8,0.58,12,73,3
E102,Avery Jackson,avery.jackson@company.com,Female,19-02-2025,Wednesday,Finance,101766,Present,None,No,10:30:00,16:15:00,8,0.97,12,70,5
E102,Avery Jackson,avery.jackson@company.com,Female,20-02-2025,Thursday,Finance,101766,Present,None,No,09:45:00,16:30:00,8,0.3,12,79,4
E102,Avery Jackson,avery.jackson@company.com,Female,21-02-2025,Friday,Finance,101766,Present,None,No,08:00:00,16:30:00,8,0.35,12,92,3
E102,Avery Jackson,avery.jackson@company.com,Female,24-02-2025,Monday,Finance,101766,Present,None,No,08:00:00,18:15:00,8,0.38,12,74,2
E102,Avery Jackson,avery.jackson@company.com,Female,25-02-2025,Tuesday,Finance,101766,Present,None,No,09:00:00,17:30:00,8,0.56,12,68,3
E102,Avery Jackson,avery.jackson@company.com,Female,26-02-2025,Wednesday,Finance,101766,Present,None,No,09:15:00,16:45:00,8,1.76,12,75,3
E102,Avery Jackson,avery.jackson@company.com,Female,27-02-2025,Thursday,Finance,101766,Absent,Sick Leave,No,08:15:00,16:15:00,8,1.1,12,80,2
E102,Avery Jackson,avery.jackson@company.com,Female,28-02-2025,Friday,Finance,101766,Present,None,No,10:00:00,18:15:00,8,1.43,12,89,3
E102,Avery Jackson,avery.jackson@company.com,Female,03-03-2025,Monday,Finance,101766,Present,None,No,09:00:00,18:30:00,8,1.46,15,65,4
E102,Avery Jackson,avery.jackson@company.com,Female,04-03-2025,Tuesday,Finance,101766,Present,None,No,08:45:00,17:00:00,7.4,1.28,16,76,2
E102,Avery Jackson,avery.jackson@company.com,Female,05-03-2025,Wednesday,Finance,101766,Present,None,No,10:00:00,17:30:00,8,0.55,10,65,2
E102,Avery Jackson,avery.jackson@company.com,Female,06-03-2025,Thursday,Finance,101766,Present,None,No,09:30:00,17:30:00,8,0.52,20,97,3
E102,Avery Jackson,avery.jackson@company.com,Female,07-03-2025,Friday,Finance,101766,Present,None,No,08:00:00,17:45:00,8,0.32,11,91,3
E102,Avery Jackson,avery.jackson@company.com,Female,10-03-2025,Monday,Finance,101766,Present,None,No,09:30:00,16:00:00,8,0.67,18,100,5
E102,Avery Jackson,avery.jackson@company.com,Female,11-03-2025,Tuesday,Finance,101766,Present,None,No,08:15:00,17:45:00,8,1.39,17,84,4
E102,Avery Jackson,avery.jackson@company.com,Female,12-03-2025,Wednesday,Finance,101766,Present,None,No,10:30:00,16:45:00,8,1.92,18,70,5
E102,Avery Jackson,avery.jackson@company.com,Female,13-03-2025,Thursday,Finance,101766,Present,None,No,08:00:00,18:45:00,8,0.32,19,73,3
E102,Avery Jackson,avery.jackson@company.com,Female,14-03-2025,Friday,Finance,101766,Present,None,No,09:15:00,16:45:00,8,1.56,19,92,4
E102,Avery Jackson,avery.jackson@company.com,Female,17-03-2025,Monday,Finance,101766,Present,None,No,08:30:00,17:15:00,8,0.12,11,78,5
E102,Avery Jackson,avery.jackson@company.com,Female,18-03-2025,Tuesday,Finance,101766,Present,None,No,10:15:00,16:45:00,8,1.46,13,73,3
E102,Avery Jackson,avery.jackson@company.com,Female,19-03-2025,Wednesday,Finance,101766,Present,None,No,08:45:00,16:15:00,8,0.76,11,100,4
E102,Avery Jackson,avery.jackson@company.com,Female,20-03-2025,Thursday,Finance,101766,Present,None,No,10:45:00,16:15:00,8,0.19,20,63,3
E102,Avery Jackson,avery.jackson@company.com,Female,21-03-2025,Friday,Finance,101766,Present,None,No,09:00:00,16:30:00,8,1.18,10,99,2
E102,Avery Jackson,avery.jackson@company.com,Female,24-03-2025,Monday,Finance,101766,Present,None,No,09:30:00,17:30:00,8,0.68,16,92,3
E102,Avery Jackson,avery.jackson@company.com,Female,25-03-2025,Tuesday,Finance,101766,Present,None,No,08:30:00,18:45:00,8,0.45,18,87,2
E102,Avery Jackson,avery.jackson@company.com,Female,26-03-2025,Wednesday,Finance,101766,Present,None,No,08:45:00,16:45:00,8,0.09,13,85,5
E102,Avery Jackson,avery.jackson@company.com,Female,27-03-2025,Thursday,Finance,101766,Present,None,No,08:00:00,18:15:00,8,1.59,18,99,2
E102,Avery Jackson,avery.jackson@company.com,Female,28-03-2025,Friday,Finance,101766,Present,None,No,09:15:00,18:15:00,8,0.71,10,86,2
E102,Avery Jackson,avery.jackson@company.com,Female,31-03-2025,Monday,Finance,101766,Present,None,No,10:00:00,16:30:00,8,1.06,17,65,2
E103,Avery Harris,avery.harris@company.com,Female,01-01-2025,Wednesday,HR,74443,Present,None,No,10:45:00,16:30:00,8,1.83,12,79,3
E103,Avery Harris,avery.harris@company.com,Female,02-01-2025,Thursday,HR,74443,Present,None,No,10:45:00,16:30:00,8,0.02,12,77,5
E103,Avery Harris,avery.harris@company.com,Female,03-01-2025,Friday,HR,74443,Present,None,No,08:30:00,17:30:00,8,0.62,12,88,5
E103,Avery Harris,avery.harris@company.com,Female,06-01-2025,Monday,HR,74443,Present,None,No,08:30:00,18:15:00,8,0.72,12,76,4
E103,Avery Harris,avery.harris@company.com,Female,07-01-2025,Tuesday,HR,74443,Present,None,No,10:30:00,17:30:00,8,0.62,12,68,4
E103,Avery Harris,avery.harris@company.com,Female,08-01-2025,Wednesday,HR,74443,Present,None,No,09:45:00,18:00:00,8,1.07,12,79,3
E103,Avery Harris,avery.harris@company.com,Female,09-01-2025,Thursday,HR,74443,Present,None,No,08:00:00,18:30:00,8,0.9,12,83,5
E103,Avery Harris,avery.harris@company.com,Female,10-01-2025,Friday,HR,74443,Absent,Sick Leave,No,09:00:00,17:00:00,8,0.4,12,99,2
E103,Avery Harris,avery.harris@company.com,Female,13-01-2025,Monday,HR,74443,Present,None,No,08:45:00,18:45:00,8,0.96,12,98,4
E103,Avery Harris,avery.harris@company.com,Female,14-01-2025,Tuesday,HR,74443,Absent,Sick Leave,No,09:30:00,18:00:00,8,1.37,12,75,4
E103,Avery Harris,avery.harris@company.com,Female,15-01-2025,Wednesday,HR,74443,Absent,Paid Leave,No,09:30:00,16:15:00,8,1.72,12,82,2
E103,Avery Harris,avery.harris@company.com,Female,16-01-2025,Thursday,HR,74443,Present,None,No,09:15:00,17:00:00,8,1.78,12,91,3
E103,Avery Harris,avery.harris@company.com,Female,17-01-2025,Friday,HR,74443,Present,None,No,10:45:00,16:00:00,8,0.16,12,75,5
E103,Avery Harris,avery.harris@company.com,Female,20-01-2025,Monday,HR,74443,Absent,Paid Leave,No,10:00:00,18:15:00,8,1.78,12,83,3
E103,Avery Harris,avery.harris@company.com,Female,21-01-2025,Tuesday,HR,74443,Present,None,No,08:45:00,17:30:00,8,1.63,12,95,4
E103,Avery Harris,avery.harris@company.com,Female,22-01-2025,Wednesday,HR,74443,Present,None,No,08:00:00,18:30:00,8,1.36,12,66,3
E103,Avery Harris,avery.harris@company.com,Female,23-01-2025,Thursday,HR,74443,Present,None,No,10:45:00,17:15:00,8,0.68,12,75,3
E103,Avery Harris,avery.harris@company.com,Female,24-01-2025,Friday,HR,74443,Absent,Sick Leave,No,09:45:00,17:00:00,8,1.6,12,69,5
E103,Avery Harris,avery.harris@company.com,Female,27-01-2025,Monday,HR,74443,Present,None,No,08:30:00,16:00:00,8,1.58,12,75,3
E103,Avery Harris,avery.harris@company.com,Female,28-01-2025,Tuesday,HR,74443,Present,None,No,09:45:00,16:00:00,8,0.66,12,71,3
E103,Avery Harris,avery.harris@company.com,Female,29-01-2025,Wednesday,HR,74443,Present,None,No,08:00:00,18:45:00,8,0.71,12,99,3
E103,Avery Harris,avery.harris@company.com,Female,30-01-2025,Thursday,HR,74443,Present,None,No,10:00:00,17:45:00,8,0.8,12,91,5
E103,Avery Harris,avery.harris@company.com,Female,31-01-2025,Friday,HR,74443,Present,None,No,08:30:00,16:15:00,8,1.06,12,100,2
E103,Avery Harris,avery.harris@company.com,Female,03-02-2025,Monday,HR,74443,Absent,Casual Leave,No,08:15:00,16:45:00,8,0.11,12,60,5
E103,Avery Harris,avery.harris@company.com,Female,04-02-2025,Tuesday,HR,74443,Present,None,No,08:00:00,18:45:00,8,1.65,12,86,2
E103,Avery Harris,avery.harris@company.com,Female,05-02-2025,Wednesday,HR,74443,Present,None,No,10:15:00,17:30:00,8,0.77,12,91,4
E103,Avery Harris,avery.harris@company.com,Female,06-02-2025,Thursday,HR,74443,Present,None,No,10:00:00,16:45:00,8,0.2,12,95,5
E103,Avery Harris,avery.harris@company.com,Female,07-02-2025,Friday,HR,74443,Present,None,No,10:30:00,18:45:00,8,0.41,12,66,3
E103,Avery Harris,avery.harris@company.com,Female,10-02-2025,Monday,HR,74443,Present,None,No,10:45:00,18:45:00,8,0.46,12,82,4
E103,Avery Harris,avery.harris@company.com,Female,11-02-2025,Tuesday,HR,74443,Present,None,No,10:15:00,17:45:00,8,0.64,12,86,3
E103,Avery Harris,avery.harris@company.com,Female,12-02-2025,Wednesday,HR,74443,Present,None,No,09:00:00,16:30:00,8,1.07,12,97,2
E103,Avery Harris,avery.harris@company.com,Female,13-02-2025,Thursday,HR,74443,Present,None,No,09:00:00,18:30:00,8,0.96,12,76,5
E103,Avery Harris,avery.harris@company.com,Female,14-02-2025,Friday,HR,74443,Present,None,No,09:45:00,17:00:00,8,1.87,12,73,3
E103,Avery Harris,avery.harris@company.com,Female,17-02-2025,Monday,HR,74443,Present,None,No,08:45:00,17:30:00,8,0.52,12,61,5
E103,Avery Harris,avery.harris@company.com,Female,18-02-2025,Tuesday,HR,74443,Absent,Casual Leave,No,08:15:00,18:00:00,8,1.21,12,87,3
E103,Avery Harris,avery.harris@company.com,Female,19-02-2025,Wednesday,HR,74443,Present,None,No,10:30:00,17:00:00,8,0.73,12,92,5
E103,Avery Harris,avery.harris@company.com,Female,20-02-2025,Thursday,HR,74443,Absent,Sick Leave,No,08:00:00,18:30:00,8,0.31,12,64,4
E103,Avery Harris,avery.harris@company.com,Female,21-02-2025,Friday,HR,74443,Present,None,No,10:45:00,16:45:00,8,1.98,12,73,5
E103,Avery Harris,avery.harris@company.com,Female,24-02-2025,Monday,HR,74443,Present,None,No,08:00:00,16:45:00,8,0.64,12,96,4
E103,Avery Harris,avery.harris@company.com,Female,25-02-2025,Tuesday,HR,74443,Present,None,No,10:45:00,16:15:00,8,1.43,12,91,2
E103,Avery Harris,avery.harris@company.com,Female,26-02-2025,Wednesday,HR,74443,Present,None,No,10:00:00,18:15:00,8,1.71,12,82,3
E103,Avery Harris,avery.harris@company.com,Female,27-02-2025,Thursday,HR,74443,Present,None,No,09:45:00,17:30:00,8,0.71,12,71,3
E103,Avery Harris,avery.harris@company.com,Female,28-02-2025,Friday,HR,74443,Present,None,No,08:45:00,18:00:00,8,0.61,12,75,4
E103,Avery Harris,avery.harris@company.com,Female,03-03-2025,Monday,HR,74443,Present,None,No,10:15:00,18:15:00,8,0.02,14,95,2
E103,Avery Harris,avery.harris@company.com,Female,04-03-2025,Tuesday,HR,74443,Present,None,No,10:45:00,18:15:00,6.7,0.49,17,76,2
E103,Avery Harris,avery.harris@company.com,Female,05-03-2025,Wednesday,HR,74443,Present,None,No,10:15:00,17:00:00,8,1.06,19,95,3
E103,Avery Harris,avery.harris@company.com,Female,06-03-2025,Thursday,HR,74443,Present,None,No,10:15:00,18:00:00,8,0.28,17,96,4
E103,Avery Harris,avery.harris@company.com,Female,07-03-2025,Friday,HR,74443,Present,None,No,08:30:00,17:45:00,8,0.19,16,73,4
E103,Avery Harris,avery.harris@company.com,Female,10-03-2025,Monday,HR,74443,Present,None,No,09:00:00,16:15:00,8,1.23,17,76,5
E103,Avery Harris,avery.harris@company.com,Female,11-03-2025,Tuesday,HR,74443,Present,None,No,09:00:00,18:15:00,8,0.66,14,76,4
E103,Avery Harris,avery.harris@company.com,Female,12-03-2025,Wednesday,HR,74443,Present,None,No,08:15:00,16:45:00,8,0.17,18,73,5
E103,Avery Harris,avery.harris@company.com,Female,13-03-2025,Thursday,HR,74443,Present,None,No,08:30:00,16:00:00,8,0.98,14,62,4
E103,Avery Harris,avery.harris@company.com,Female,14-03-2025,Friday,HR,74443,Present,None,No,08:30:00,18:45:00,8,1.79,11,71,4
E103,Avery Harris,avery.harris@company.com,Female,17-03-2025,Monday,HR,74443,Present,None,No,09:30:00,17:45:00,8,1.42,11,80,2
